type,country,date,stat
Unemployment Rate (%),US,1952-11-30 00:00:00,2.8
Unemployment Rate (%),US,1952-10-31 00:00:00,3.0
Unemployment Rate (%),US,1952-09-30 00:00:00,3.1
Unemployment Rate (%),US,1952-08-31 00:00:00,3.4
Unemployment Rate (%),US,1952-07-31 00:00:00,3.2
Unemployment Rate (%),US,1952-06-30 00:00:00,3.0
Unemployment Rate (%),US,1952-05-31 00:00:00,3.0
Unemployment Rate (%),US,1952-04-30 00:00:00,2.9
Unemployment Rate (%),US,1952-03-31 00:00:00,2.9
Unemployment Rate (%),US,1952-02-29 00:00:00,3.1
Unemployment Rate (%),US,1952-01-31 00:00:00,3.2
Unemployment Rate (%),US,1951-12-31 00:00:00,3.1
Unemployment Rate (%),US,1951-11-30 00:00:00,3.5
Unemployment Rate (%),US,1951-10-31 00:00:00,3.5
Unemployment Rate (%),US,1951-09-30 00:00:00,3.3
Unemployment Rate (%),US,1951-08-31 00:00:00,3.1
Unemployment Rate (%),US,1951-07-31 00:00:00,3.1
Unemployment Rate (%),US,1951-06-30 00:00:00,3.2
Unemployment Rate (%),US,1951-05-31 00:00:00,3.0
Unemployment Rate (%),US,1951-04-30 00:00:00,3.1
Unemployment Rate (%),US,1951-03-31 00:00:00,3.4
Unemployment Rate (%),US,1951-02-28 00:00:00,3.4
Unemployment Rate (%),US,1951-01-31 00:00:00,3.7
Unemployment Rate (%),US,1950-12-31 00:00:00,4.3
Unemployment Rate (%),US,1950-11-30 00:00:00,4.2
Unemployment Rate (%),US,1950-10-31 00:00:00,4.2
Unemployment Rate (%),US,1950-09-30 00:00:00,4.4
Unemployment Rate (%),US,1950-08-31 00:00:00,4.5
Unemployment Rate (%),US,1950-07-31 00:00:00,5.0
Unemployment Rate (%),US,1950-06-30 00:00:00,5.4
Unemployment Rate (%),US,1950-05-31 00:00:00,5.5
Unemployment Rate (%),US,1950-04-30 00:00:00,5.8
Unemployment Rate (%),US,1950-03-31 00:00:00,6.3
Unemployment Rate (%),US,1950-02-28 00:00:00,6.4
Unemployment Rate (%),US,1950-01-31 00:00:00,6.5
Unemployment Rate (%),US,1949-12-31 00:00:00,6.6
Unemployment Rate (%),US,1949-11-30 00:00:00,6.4
Unemployment Rate (%),US,1949-10-31 00:00:00,7.9
Unemployment Rate (%),US,1949-09-30 00:00:00,6.6
Unemployment Rate (%),US,1949-08-31 00:00:00,6.8
Unemployment Rate (%),US,1949-07-31 00:00:00,6.7
Unemployment Rate (%),US,1949-06-30 00:00:00,6.2
Unemployment Rate (%),US,1949-05-31 00:00:00,6.1
Unemployment Rate (%),US,1949-04-30 00:00:00,5.3
Unemployment Rate (%),US,1949-03-31 00:00:00,5.0
Unemployment Rate (%),US,1949-02-28 00:00:00,4.7
Unemployment Rate (%),US,1949-01-31 00:00:00,4.3
Unemployment Rate (%),US,1948-12-31 00:00:00,4.0
Unemployment Rate (%),US,1948-11-30 00:00:00,3.8
Unemployment Rate (%),US,1948-10-31 00:00:00,3.7
Unemployment Rate (%),US,1948-09-30 00:00:00,3.8
Unemployment Rate (%),US,1948-08-31 00:00:00,3.9
Unemployment Rate (%),US,1948-07-31 00:00:00,3.6
Unemployment Rate (%),US,1948-06-30 00:00:00,3.6
Unemployment Rate (%),US,1948-05-31 00:00:00,3.5
Unemployment Rate (%),US,1948-04-30 00:00:00,3.9
Unemployment Rate (%),US,1948-03-31 00:00:00,4.0
Unemployment Rate (%),US,1948-02-29 00:00:00,3.8
Unemployment Rate (%),US,1948-01-31 00:00:00,3.4
Unemployment Rate (%),China,2021-12-31 00:00:00,5.1
Unemployment Rate (%),China,2021-11-30 00:00:00,5.0
Unemployment Rate (%),China,2021-10-31 00:00:00,4.9
Unemployment Rate (%),China,2021-09-30 00:00:00,4.9
Unemployment Rate (%),China,2021-08-31 00:00:00,5.1
Unemployment Rate (%),China,2021-07-31 00:00:00,5.1
Unemployment Rate (%),China,2021-06-30 00:00:00,5.0
Unemployment Rate (%),China,2021-05-31 00:00:00,5.0
Unemployment Rate (%),China,2021-04-30 00:00:00,5.1
Unemployment Rate (%),China,2021-03-31 00:00:00,5.3
Unemployment Rate (%),China,2020-12-31 00:00:00,5.2
Unemployment Rate (%),China,2020-11-30 00:00:00,5.2
Unemployment Rate (%),China,2020-10-31 00:00:00,5.3
Unemployment Rate (%),China,2020-09-30 00:00:00,5.4
Unemployment Rate (%),China,2020-08-31 00:00:00,5.6
Unemployment Rate (%),China,2020-07-31 00:00:00,5.7
Unemployment Rate (%),China,2020-06-30 00:00:00,5.7
Unemployment Rate (%),China,2020-05-31 00:00:00,5.9
Unemployment Rate (%),China,2020-04-30 00:00:00,6.0
Unemployment Rate (%),China,2020-03-31 00:00:00,5.9
Unemployment Rate (%),China,2020-02-29 00:00:00,6.2
Unemployment Rate (%),China,2020-01-31 00:00:00,5.3
Unemployment Rate (%),China,2019-12-31 00:00:00,5.2
Unemployment Rate (%),China,2019-11-30 00:00:00,5.1
Unemployment Rate (%),China,2019-10-31 00:00:00,5.1
Unemployment Rate (%),China,2019-09-30 00:00:00,5.2
Unemployment Rate (%),China,2019-08-31 00:00:00,5.2
Unemployment Rate (%),China,2019-07-31 00:00:00,5.3
Unemployment Rate (%),China,2019-06-30 00:00:00,5.1
Unemployment Rate (%),China,2019-05-31 00:00:00,5.0
Unemployment Rate (%),China,2019-04-30 00:00:00,5.0
Unemployment Rate (%),China,2019-03-31 00:00:00,5.2
Unemployment Rate (%),China,2019-02-28 00:00:00,5.3
Unemployment Rate (%),China,2019-01-31 00:00:00,5.1
Unemployment Rate (%),China,2018-12-31 00:00:00,4.9
Unemployment Rate (%),China,2018-11-30 00:00:00,4.8
Unemployment Rate (%),China,2018-10-31 00:00:00,4.9
Unemployment Rate (%),China,2018-09-30 00:00:00,4.9
Unemployment Rate (%),China,2018-08-31 00:00:00,5.0
Unemployment Rate (%),China,2018-07-31 00:00:00,5.1
Unemployment Rate (%),China,2018-06-30 00:00:00,4.8
Unemployment Rate (%),China,2018-05-31 00:00:00,4.8
Unemployment Rate (%),China,2018-04-30 00:00:00,4.9
Unemployment Rate (%),China,2018-03-31 00:00:00,5.1
Unemployment Rate (%),China,2018-02-28 00:00:00,5.0
Unemployment Rate (%),China,2018-01-31 00:00:00,5.0
Unemployment Rate (%),Japan,2022-01-31 00:00:00,2.8
Unemployment Rate (%),Japan,2021-12-31 00:00:00,2.7
Unemployment Rate (%),Japan,2021-11-30 00:00:00,2.8
Unemployment Rate (%),Japan,2021-10-31 00:00:00,2.7
Unemployment Rate (%),Japan,2021-09-30 00:00:00,2.8
Unemployment Rate (%),Japan,2021-08-31 00:00:00,2.8
Unemployment Rate (%),Japan,2021-07-31 00:00:00,2.8
Unemployment Rate (%),Japan,2021-06-30 00:00:00,2.9
Unemployment Rate (%),Japan,2021-05-31 00:00:00,2.9
Unemployment Rate (%),Japan,2021-04-30 00:00:00,2.8
Unemployment Rate (%),Japan,2021-03-31 00:00:00,2.7
Unemployment Rate (%),Japan,2021-02-28 00:00:00,2.9
Unemployment Rate (%),Japan,2021-01-31 00:00:00,3.0
Unemployment Rate (%),Japan,2020-12-31 00:00:00,3.0
Unemployment Rate (%),Japan,2020-11-30 00:00:00,2.9
Unemployment Rate (%),Japan,2020-10-31 00:00:00,3.1
Unemployment Rate (%),Japan,2020-09-30 00:00:00,3.0
Unemployment Rate (%),Japan,2020-08-31 00:00:00,3.0
Unemployment Rate (%),Japan,2020-07-31 00:00:00,2.9
Unemployment Rate (%),Japan,2020-06-30 00:00:00,2.8
Unemployment Rate (%),Japan,2020-05-31 00:00:00,2.8
Unemployment Rate (%),Japan,2020-04-30 00:00:00,2.6
Unemployment Rate (%),Japan,2020-03-31 00:00:00,2.5
Unemployment Rate (%),Japan,2020-02-29 00:00:00,2.4
Unemployment Rate (%),Japan,2020-01-31 00:00:00,2.4
Unemployment Rate (%),Japan,2019-12-31 00:00:00,2.2
Unemployment Rate (%),Japan,2019-11-30 00:00:00,2.3
Unemployment Rate (%),Japan,2019-10-31 00:00:00,2.4
Unemployment Rate (%),Japan,2019-09-30 00:00:00,2.4
Unemployment Rate (%),Japan,2019-08-31 00:00:00,2.3
Unemployment Rate (%),Japan,2019-07-31 00:00:00,2.3
Unemployment Rate (%),Japan,2019-06-30 00:00:00,2.3
Unemployment Rate (%),Japan,2019-05-31 00:00:00,2.3
Unemployment Rate (%),Japan,2019-04-30 00:00:00,2.4
Unemployment Rate (%),Japan,2019-03-31 00:00:00,2.5
Unemployment Rate (%),Japan,2019-02-28 00:00:00,2.4
Unemployment Rate (%),Japan,2019-01-31 00:00:00,2.5
Unemployment Rate (%),Japan,2018-12-31 00:00:00,2.4
Unemployment Rate (%),Japan,2018-11-30 00:00:00,2.5
Unemployment Rate (%),Japan,2018-10-31 00:00:00,2.4
Unemployment Rate (%),Japan,2018-09-30 00:00:00,2.3
Unemployment Rate (%),Japan,2018-08-31 00:00:00,2.5
Unemployment Rate (%),Japan,2018-07-31 00:00:00,2.5
Unemployment Rate (%),Japan,2018-06-30 00:00:00,2.5
Unemployment Rate (%),Japan,2018-05-31 00:00:00,2.3
Unemployment Rate (%),Japan,2018-04-30 00:00:00,2.5
Unemployment Rate (%),Japan,2018-03-31 00:00:00,2.5
Unemployment Rate (%),Japan,2018-02-28 00:00:00,2.5
Unemployment Rate (%),Japan,2018-01-31 00:00:00,2.4
Unemployment Rate (%),Japan,2017-12-31 00:00:00,2.7
Unemployment Rate (%),Japan,2017-11-30 00:00:00,2.7
Unemployment Rate (%),Japan,2017-10-31 00:00:00,2.7
Unemployment Rate (%),Japan,2017-09-30 00:00:00,2.8
Unemployment Rate (%),Japan,2017-08-31 00:00:00,2.8
Unemployment Rate (%),Japan,2017-07-31 00:00:00,2.8
Unemployment Rate (%),Japan,2017-06-30 00:00:00,2.8
Unemployment Rate (%),Japan,2017-05-31 00:00:00,3.1
Unemployment Rate (%),Japan,2017-04-30 00:00:00,2.8
Unemployment Rate (%),Japan,2017-03-31 00:00:00,2.8
Unemployment Rate (%),Japan,2017-02-28 00:00:00,2.9
Unemployment Rate (%),Japan,2017-01-31 00:00:00,3.0
Unemployment Rate (%),Japan,2016-12-31 00:00:00,3.0
Unemployment Rate (%),Japan,2016-11-30 00:00:00,3.0
Unemployment Rate (%),Japan,2016-10-31 00:00:00,3.0
Unemployment Rate (%),Japan,2016-09-30 00:00:00,3.0
Unemployment Rate (%),Japan,2016-08-31 00:00:00,3.1
Unemployment Rate (%),Japan,2016-07-31 00:00:00,3.0
Unemployment Rate (%),Japan,2016-06-30 00:00:00,3.1
Unemployment Rate (%),Japan,2016-05-31 00:00:00,3.2
Unemployment Rate (%),Japan,2016-04-30 00:00:00,3.2
Unemployment Rate (%),Japan,2016-03-31 00:00:00,3.2
Unemployment Rate (%),Japan,2016-02-29 00:00:00,3.3
Unemployment Rate (%),Japan,2016-01-31 00:00:00,3.2
Unemployment Rate (%),Japan,2015-12-31 00:00:00,3.3
Unemployment Rate (%),Japan,2015-11-30 00:00:00,3.3
Unemployment Rate (%),Japan,2015-10-31 00:00:00,3.2
Unemployment Rate (%),Japan,2015-09-30 00:00:00,3.4
Unemployment Rate (%),Japan,2015-08-31 00:00:00,3.4
Unemployment Rate (%),Japan,2015-07-31 00:00:00,3.3
Unemployment Rate (%),Japan,2015-06-30 00:00:00,3.4
Unemployment Rate (%),Japan,2015-05-31 00:00:00,3.3
Unemployment Rate (%),Japan,2015-04-30 00:00:00,3.4
Unemployment Rate (%),Japan,2015-03-31 00:00:00,3.4
Unemployment Rate (%),Japan,2015-02-28 00:00:00,3.5
Unemployment Rate (%),Japan,2015-01-31 00:00:00,3.6
Unemployment Rate (%),Japan,2014-12-31 00:00:00,3.4
Unemployment Rate (%),Japan,2014-11-30 00:00:00,3.4
Unemployment Rate (%),Japan,2014-10-31 00:00:00,3.6
Unemployment Rate (%),Japan,2014-09-30 00:00:00,3.5
Unemployment Rate (%),Japan,2014-08-31 00:00:00,3.5
Unemployment Rate (%),Japan,2014-07-31 00:00:00,3.7
Unemployment Rate (%),Japan,2014-06-30 00:00:00,3.7
Unemployment Rate (%),Japan,2014-05-31 00:00:00,3.6
Unemployment Rate (%),Japan,2014-04-30 00:00:00,3.6
Unemployment Rate (%),Japan,2014-03-31 00:00:00,3.7
Unemployment Rate (%),Japan,2014-02-28 00:00:00,3.6
Unemployment Rate (%),Japan,2014-01-31 00:00:00,3.7
Unemployment Rate (%),Japan,2013-12-31 00:00:00,3.7
Unemployment Rate (%),Japan,2013-11-30 00:00:00,3.9
Unemployment Rate (%),Japan,2013-10-31 00:00:00,4.0
Unemployment Rate (%),Japan,2013-09-30 00:00:00,3.9
Unemployment Rate (%),Japan,2013-08-31 00:00:00,4.1
Unemployment Rate (%),Japan,2013-07-31 00:00:00,3.8
Unemployment Rate (%),Japan,2013-06-30 00:00:00,3.9
Unemployment Rate (%),Japan,2013-05-31 00:00:00,4.1
Unemployment Rate (%),Japan,2013-04-30 00:00:00,4.1
Unemployment Rate (%),Japan,2013-03-31 00:00:00,4.1
Unemployment Rate (%),Japan,2013-02-28 00:00:00,4.3
Unemployment Rate (%),Japan,2013-01-31 00:00:00,4.2
Unemployment Rate (%),Japan,2012-12-31 00:00:00,4.3
Unemployment Rate (%),Japan,2012-11-30 00:00:00,4.1
Unemployment Rate (%),Japan,2012-10-31 00:00:00,4.1
Unemployment Rate (%),Japan,2012-09-30 00:00:00,4.2
Unemployment Rate (%),Japan,2012-08-31 00:00:00,4.2
Unemployment Rate (%),Japan,2012-07-31 00:00:00,4.3
Unemployment Rate (%),Japan,2012-06-30 00:00:00,4.3
Unemployment Rate (%),Japan,2012-05-31 00:00:00,4.4
Unemployment Rate (%),Japan,2012-04-30 00:00:00,4.5
Unemployment Rate (%),Japan,2012-03-31 00:00:00,4.5
Unemployment Rate (%),Japan,2012-02-29 00:00:00,4.5
Unemployment Rate (%),Japan,2012-01-31 00:00:00,4.5
Unemployment Rate (%),Japan,2011-12-31 00:00:00,4.5
Unemployment Rate (%),Japan,2011-11-30 00:00:00,4.5
Unemployment Rate (%),Japan,2011-10-31 00:00:00,4.4
Unemployment Rate (%),Japan,2011-09-30 00:00:00,4.2
Unemployment Rate (%),Japan,2011-08-31 00:00:00,4.5
Unemployment Rate (%),Japan,2011-07-31 00:00:00,4.7
Unemployment Rate (%),Japan,2011-06-30 00:00:00,4.7
Unemployment Rate (%),Japan,2011-05-31 00:00:00,4.6
Unemployment Rate (%),Japan,2011-04-30 00:00:00,4.7
Unemployment Rate (%),Japan,2011-03-31 00:00:00,4.7
Unemployment Rate (%),Japan,2011-02-28 00:00:00,4.7
Unemployment Rate (%),Japan,2011-01-31 00:00:00,4.8
Unemployment Rate (%),Japan,2010-12-31 00:00:00,4.9
Unemployment Rate (%),Japan,2010-11-30 00:00:00,5.0
Unemployment Rate (%),Japan,2010-10-31 00:00:00,5.1
Unemployment Rate (%),Japan,2010-09-30 00:00:00,5.1
Unemployment Rate (%),Japan,2010-08-31 00:00:00,5.1
Unemployment Rate (%),Japan,2010-07-31 00:00:00,5.0
Unemployment Rate (%),Japan,2010-06-30 00:00:00,5.2
Unemployment Rate (%),Japan,2010-05-31 00:00:00,5.1
Unemployment Rate (%),Japan,2010-04-30 00:00:00,5.1
Unemployment Rate (%),Japan,2010-03-31 00:00:00,5.1
Unemployment Rate (%),Japan,2010-02-28 00:00:00,5.0
Unemployment Rate (%),Japan,2010-01-31 00:00:00,5.0
Unemployment Rate (%),Japan,2009-12-31 00:00:00,5.2
Unemployment Rate (%),Japan,2009-11-30 00:00:00,5.2
Unemployment Rate (%),Japan,2009-10-31 00:00:00,5.2
Unemployment Rate (%),Japan,2009-09-30 00:00:00,5.4
Unemployment Rate (%),Japan,2009-08-31 00:00:00,5.4
Unemployment Rate (%),Japan,2009-07-31 00:00:00,5.5
Unemployment Rate (%),Japan,2009-06-30 00:00:00,5.2
Unemployment Rate (%),Japan,2009-05-31 00:00:00,5.1
Unemployment Rate (%),Japan,2009-04-30 00:00:00,5.0
Unemployment Rate (%),Japan,2009-03-31 00:00:00,4.8
Unemployment Rate (%),Japan,2009-02-28 00:00:00,4.6
Unemployment Rate (%),Japan,2009-01-31 00:00:00,4.3
Unemployment Rate (%),Japan,2008-12-31 00:00:00,4.4
Unemployment Rate (%),Japan,2008-11-30 00:00:00,4.0
Unemployment Rate (%),Japan,2008-10-31 00:00:00,3.8
Unemployment Rate (%),Japan,2008-09-30 00:00:00,4.0
Unemployment Rate (%),Japan,2008-08-31 00:00:00,4.1
Unemployment Rate (%),Japan,2008-07-31 00:00:00,3.9
Unemployment Rate (%),Japan,2008-06-30 00:00:00,4.0
Unemployment Rate (%),Japan,2008-05-31 00:00:00,4.0
Unemployment Rate (%),Japan,2008-04-30 00:00:00,3.9
Unemployment Rate (%),Japan,2008-03-31 00:00:00,3.8
Unemployment Rate (%),Japan,2008-02-29 00:00:00,4.0
Unemployment Rate (%),Japan,2008-01-31 00:00:00,3.9
Unemployment Rate (%),Japan,2007-12-31 00:00:00,3.7
Unemployment Rate (%),Japan,2007-11-30 00:00:00,3.8
Unemployment Rate (%),Japan,2007-10-31 00:00:00,4.0
Unemployment Rate (%),Japan,2007-09-30 00:00:00,3.9
Unemployment Rate (%),Japan,2007-08-31 00:00:00,3.7
Unemployment Rate (%),Japan,2007-07-31 00:00:00,3.6
Unemployment Rate (%),Japan,2007-06-30 00:00:00,3.7
Unemployment Rate (%),Japan,2007-05-31 00:00:00,3.8
Unemployment Rate (%),Japan,2007-04-30 00:00:00,3.8
Unemployment Rate (%),Japan,2007-03-31 00:00:00,4.0
Unemployment Rate (%),Japan,2007-02-28 00:00:00,4.0
Unemployment Rate (%),Japan,2007-01-31 00:00:00,4.0
Unemployment Rate (%),Japan,2006-12-31 00:00:00,4.0
Unemployment Rate (%),Japan,2006-11-30 00:00:00,4.0
Unemployment Rate (%),Japan,2006-10-31 00:00:00,4.1
Unemployment Rate (%),Japan,2006-09-30 00:00:00,4.1
Unemployment Rate (%),Japan,2006-08-31 00:00:00,4.1
Unemployment Rate (%),Japan,2006-07-31 00:00:00,4.1
Unemployment Rate (%),Japan,2006-06-30 00:00:00,4.2
Unemployment Rate (%),Japan,2006-05-31 00:00:00,4.1
Unemployment Rate (%),Japan,2006-04-30 00:00:00,4.1
Unemployment Rate (%),Japan,2006-03-31 00:00:00,4.1
Unemployment Rate (%),Japan,2006-02-28 00:00:00,4.1
Unemployment Rate (%),Japan,2006-01-31 00:00:00,4.4
Unemployment Rate (%),Japan,2005-12-31 00:00:00,4.4
Unemployment Rate (%),Japan,2005-11-30 00:00:00,4.5
Unemployment Rate (%),Japan,2005-10-31 00:00:00,4.4
Unemployment Rate (%),Japan,2005-09-30 00:00:00,4.2
Unemployment Rate (%),Japan,2005-08-31 00:00:00,4.3
Unemployment Rate (%),Japan,2005-07-31 00:00:00,4.4
Unemployment Rate (%),Japan,2005-06-30 00:00:00,4.3
Unemployment Rate (%),Japan,2005-05-31 00:00:00,4.5
Unemployment Rate (%),Japan,2005-04-30 00:00:00,4.5
Unemployment Rate (%),Japan,2005-03-31 00:00:00,4.5
Unemployment Rate (%),Japan,2005-02-28 00:00:00,4.6
Unemployment Rate (%),Japan,2005-01-31 00:00:00,4.5
Unemployment Rate (%),Japan,2004-12-31 00:00:00,4.5
Unemployment Rate (%),Japan,2004-11-30 00:00:00,4.5
Unemployment Rate (%),Japan,2004-10-31 00:00:00,4.6
Unemployment Rate (%),Japan,2004-09-30 00:00:00,4.6
Unemployment Rate (%),Japan,2004-08-31 00:00:00,4.8
Unemployment Rate (%),Japan,2004-07-31 00:00:00,4.9
Unemployment Rate (%),Japan,2004-06-30 00:00:00,4.7
Unemployment Rate (%),Japan,2004-05-31 00:00:00,4.7
Unemployment Rate (%),Japan,2004-04-30 00:00:00,4.8
Unemployment Rate (%),Japan,2004-03-31 00:00:00,4.8
Unemployment Rate (%),Japan,2004-02-29 00:00:00,5.0
Unemployment Rate (%),Japan,2004-01-31 00:00:00,4.9
Unemployment Rate (%),Japan,2003-12-31 00:00:00,4.9
Unemployment Rate (%),Japan,2003-11-30 00:00:00,5.1
Unemployment Rate (%),Japan,2003-10-31 00:00:00,5.1
Unemployment Rate (%),Japan,2003-09-30 00:00:00,5.2
Unemployment Rate (%),Japan,2003-08-31 00:00:00,5.1
Unemployment Rate (%),Japan,2003-07-31 00:00:00,5.2
Unemployment Rate (%),Japan,2003-06-30 00:00:00,5.4
Unemployment Rate (%),Japan,2003-05-31 00:00:00,5.4
Unemployment Rate (%),Japan,2003-04-30 00:00:00,5.5
Unemployment Rate (%),Japan,2003-03-31 00:00:00,5.4
Unemployment Rate (%),Japan,2003-02-28 00:00:00,5.2
Unemployment Rate (%),Japan,2003-01-31 00:00:00,5.4
Unemployment Rate (%),Japan,2002-12-31 00:00:00,5.4
Unemployment Rate (%),Japan,2002-11-30 00:00:00,5.2
Unemployment Rate (%),Japan,2002-10-31 00:00:00,5.4
Unemployment Rate (%),Japan,2002-09-30 00:00:00,5.4
Unemployment Rate (%),Japan,2002-08-31 00:00:00,5.5
Unemployment Rate (%),Japan,2002-07-31 00:00:00,5.4
Unemployment Rate (%),Japan,2002-06-30 00:00:00,5.5
Unemployment Rate (%),Japan,2002-05-31 00:00:00,5.4
Unemployment Rate (%),Japan,2002-04-30 00:00:00,5.3
Unemployment Rate (%),Japan,2002-03-31 00:00:00,5.3
Unemployment Rate (%),Japan,2002-02-28 00:00:00,5.3
Unemployment Rate (%),Japan,2002-01-31 00:00:00,5.2
Unemployment Rate (%),Japan,2001-12-31 00:00:00,5.4
Unemployment Rate (%),Japan,2001-11-30 00:00:00,5.4
Unemployment Rate (%),Japan,2001-10-31 00:00:00,5.3
Unemployment Rate (%),Japan,2001-09-30 00:00:00,5.3
Unemployment Rate (%),Japan,2001-08-31 00:00:00,5.1
Unemployment Rate (%),Japan,2001-07-31 00:00:00,5.0
Unemployment Rate (%),Japan,2001-06-30 00:00:00,5.0
Unemployment Rate (%),Japan,2001-05-31 00:00:00,4.9
Unemployment Rate (%),Japan,2001-04-30 00:00:00,4.8
Unemployment Rate (%),Japan,2001-03-31 00:00:00,4.8
Unemployment Rate (%),Japan,2001-02-28 00:00:00,4.7
Unemployment Rate (%),Japan,2001-01-31 00:00:00,4.8
Unemployment Rate (%),Japan,2000-12-31 00:00:00,4.8
Unemployment Rate (%),Japan,2000-11-30 00:00:00,4.7
Unemployment Rate (%),Japan,2000-10-31 00:00:00,4.7
Unemployment Rate (%),Japan,2000-09-30 00:00:00,4.7
Unemployment Rate (%),Japan,2000-08-31 00:00:00,4.6
Unemployment Rate (%),Japan,2000-07-31 00:00:00,4.7
Unemployment Rate (%),Japan,2000-06-30 00:00:00,4.7
Unemployment Rate (%),Japan,2000-05-31 00:00:00,4.6
Unemployment Rate (%),Japan,2000-04-30 00:00:00,4.8
Unemployment Rate (%),Japan,2000-03-31 00:00:00,4.9
Unemployment Rate (%),Japan,2000-02-29 00:00:00,4.9
Unemployment Rate (%),Japan,2000-01-31 00:00:00,4.7
Unemployment Rate (%),Japan,1999-12-31 00:00:00,4.7
Unemployment Rate (%),Japan,1999-11-30 00:00:00,4.6
Unemployment Rate (%),Japan,1999-10-31 00:00:00,4.6
Unemployment Rate (%),Japan,1999-09-30 00:00:00,4.6
Unemployment Rate (%),Japan,1999-08-31 00:00:00,4.7
Unemployment Rate (%),Japan,1999-07-31 00:00:00,4.8
Unemployment Rate (%),Japan,1999-06-30 00:00:00,4.8
Unemployment Rate (%),Japan,1999-05-31 00:00:00,4.7
Unemployment Rate (%),Japan,1999-04-30 00:00:00,4.7
Unemployment Rate (%),Japan,1999-03-31 00:00:00,4.7
Unemployment Rate (%),Japan,1999-02-28 00:00:00,4.6
Unemployment Rate (%),Japan,1999-01-31 00:00:00,4.5
Unemployment Rate (%),Japan,1998-12-31 00:00:00,4.4
Unemployment Rate (%),Japan,1998-11-30 00:00:00,4.5
Unemployment Rate (%),Japan,1998-10-31 00:00:00,4.3
Unemployment Rate (%),Japan,1998-09-30 00:00:00,4.3
Unemployment Rate (%),Japan,1998-08-31 00:00:00,4.4
Unemployment Rate (%),Japan,1998-07-31 00:00:00,4.1
Unemployment Rate (%),Japan,1998-06-30 00:00:00,4.1
Unemployment Rate (%),Japan,1998-05-31 00:00:00,4.1
Unemployment Rate (%),Japan,1998-04-30 00:00:00,4.0
Unemployment Rate (%),Japan,1998-03-31 00:00:00,3.8
Unemployment Rate (%),Japan,1998-02-28 00:00:00,3.6
Unemployment Rate (%),Japan,1998-01-31 00:00:00,3.6
Unemployment Rate (%),Japan,1997-12-31 00:00:00,3.5
Unemployment Rate (%),Japan,1997-11-30 00:00:00,3.5
Unemployment Rate (%),Japan,1997-10-31 00:00:00,3.5
Unemployment Rate (%),Japan,1997-09-30 00:00:00,3.5
Unemployment Rate (%),Japan,1997-08-31 00:00:00,3.4
Unemployment Rate (%),Japan,1997-07-31 00:00:00,3.4
Unemployment Rate (%),Japan,1997-06-30 00:00:00,3.4
Unemployment Rate (%),Japan,1997-05-31 00:00:00,3.4
Unemployment Rate (%),Japan,1997-04-30 00:00:00,3.2
Unemployment Rate (%),Japan,1997-03-31 00:00:00,3.3
Unemployment Rate (%),Japan,1997-02-28 00:00:00,3.4
Unemployment Rate (%),Japan,1997-01-31 00:00:00,3.3
Unemployment Rate (%),Japan,1996-12-31 00:00:00,3.4
Unemployment Rate (%),Japan,1996-11-30 00:00:00,3.3
Unemployment Rate (%),Japan,1996-10-31 00:00:00,3.4
Unemployment Rate (%),Japan,1996-09-30 00:00:00,3.3
Unemployment Rate (%),Japan,1996-08-31 00:00:00,3.3
Unemployment Rate (%),Japan,1996-07-31 00:00:00,3.4
Unemployment Rate (%),Japan,1996-06-30 00:00:00,3.4
Unemployment Rate (%),Japan,1996-05-31 00:00:00,3.4
Unemployment Rate (%),Japan,1996-04-30 00:00:00,3.4
Unemployment Rate (%),Japan,1996-03-31 00:00:00,3.2
Unemployment Rate (%),Japan,1996-02-29 00:00:00,3.4
Unemployment Rate (%),Japan,1996-01-31 00:00:00,3.5
Unemployment Rate (%),Japan,1995-12-31 00:00:00,3.4
Unemployment Rate (%),Japan,1995-11-30 00:00:00,3.4
Unemployment Rate (%),Japan,1995-10-31 00:00:00,3.2
Unemployment Rate (%),Japan,1995-09-30 00:00:00,3.2
Unemployment Rate (%),Japan,1995-08-31 00:00:00,3.2
Unemployment Rate (%),Japan,1995-07-31 00:00:00,3.1
Unemployment Rate (%),Japan,1995-06-30 00:00:00,3.1
Unemployment Rate (%),Japan,1995-05-31 00:00:00,3.0
Unemployment Rate (%),Japan,1995-04-30 00:00:00,3.1
Unemployment Rate (%),Japan,1995-03-31 00:00:00,3.1
Unemployment Rate (%),Japan,1995-02-28 00:00:00,3.0
Unemployment Rate (%),Japan,1995-01-31 00:00:00,3.0
Unemployment Rate (%),Japan,1994-12-31 00:00:00,2.9
Unemployment Rate (%),Japan,1994-11-30 00:00:00,2.9
Unemployment Rate (%),Japan,1994-10-31 00:00:00,3.0
Unemployment Rate (%),Japan,1994-09-30 00:00:00,3.0
Unemployment Rate (%),Japan,1994-08-31 00:00:00,3.0
Unemployment Rate (%),Japan,1994-07-31 00:00:00,2.9
Unemployment Rate (%),Japan,1994-06-30 00:00:00,2.8
Unemployment Rate (%),Japan,1994-05-31 00:00:00,2.8
Unemployment Rate (%),Japan,1994-04-30 00:00:00,2.8
Unemployment Rate (%),Japan,1994-03-31 00:00:00,2.9
Unemployment Rate (%),Japan,1994-02-28 00:00:00,2.9
Unemployment Rate (%),Japan,1994-01-31 00:00:00,2.8
Unemployment Rate (%),Japan,1993-12-31 00:00:00,2.8
